file,label,score
/scratch/ghunkins/rude-carnie/extracted/00036/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00204/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00204/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00660/4.jpg,F,0.52
/scratch/ghunkins/rude-carnie/extracted/00660/2.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00660/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00660/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00660/0.jpg,F,0.93
/scratch/ghunkins/rude-carnie/extracted/00452/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00452/3.jpg,F,0.83
/scratch/ghunkins/rude-carnie/extracted/00452/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00452/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00694/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00694/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00694/1.jpg,F,0.78
/scratch/ghunkins/rude-carnie/extracted/00694/0.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00669/4.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00669/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00669/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00669/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00669/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00656/2.jpg,F,0.97
/scratch/ghunkins/rude-carnie/extracted/00656/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00656/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00656/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00464/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00000/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00000/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00000/1.jpg,F,0.98
/scratch/ghunkins/rude-carnie/extracted/00000/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00232/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00232/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00232/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00232/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00490/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00490/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00490/1.jpg,M,0.97
/scratch/ghunkins/rude-carnie/extracted/00490/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00038/4.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00038/2.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00038/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00038/1.jpg,F,0.73
/scratch/ghunkins/rude-carnie/extracted/00038/0.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00497/2.jpg,F,0.89
/scratch/ghunkins/rude-carnie/extracted/00497/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00497/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00497/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00235/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00235/3.jpg,F,0.90
/scratch/ghunkins/rude-carnie/extracted/00235/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00235/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00007/4.jpg,F,0.94
/scratch/ghunkins/rude-carnie/extracted/00007/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00007/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00007/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00007/0.jpg,M,0.95
/scratch/ghunkins/rude-carnie/extracted/00463/2.jpg,M,0.57
/scratch/ghunkins/rude-carnie/extracted/00463/3.jpg,M,0.79
/scratch/ghunkins/rude-carnie/extracted/00463/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00463/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00651/2.jpg,M,0.72
/scratch/ghunkins/rude-carnie/extracted/00651/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00651/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00651/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00295/1.jpg,F,0.98
/scratch/ghunkins/rude-carnie/extracted/00295/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00053/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00053/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00053/1.jpg,M,0.89
/scratch/ghunkins/rude-carnie/extracted/00053/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00261/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00261/3.jpg,F,0.98
/scratch/ghunkins/rude-carnie/extracted/00261/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00261/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00605/4.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00605/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00605/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00605/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00605/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00437/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00437/0.jpg,F,0.98
/scratch/ghunkins/rude-carnie/extracted/00098/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00408/4.jpg,M,0.74
/scratch/ghunkins/rude-carnie/extracted/00408/5.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00408/7.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00408/6.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00408/2.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00408/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00408/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00408/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00430/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00602/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00602/3.jpg,M,0.93
/scratch/ghunkins/rude-carnie/extracted/00602/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00602/0.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00266/4.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00266/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00266/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00266/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00266/0.jpg,M,0.82
/scratch/ghunkins/rude-carnie/extracted/00054/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00054/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00054/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00054/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00292/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00292/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00292/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00292/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00259/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00259/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00259/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00250/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00250/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00250/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00062/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00062/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00062/0.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00406/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00406/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00406/0.jpg,M,0.95
/scratch/ghunkins/rude-carnie/extracted/00634/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00634/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00634/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00634/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00096/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00439/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00439/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00439/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00091/1.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00091/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00633/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00633/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00401/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00401/0.jpg,F,0.87
/scratch/ghunkins/rude-carnie/extracted/00065/2.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00065/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00065/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00257/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00257/5.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00257/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00257/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00257/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00257/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00268/2.jpg,F,0.90
/scratch/ghunkins/rude-carnie/extracted/00268/3.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00268/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00268/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00039/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00039/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00039/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00039/1.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00039/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00006/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00006/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00006/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00006/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00234/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00234/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00234/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00650/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00650/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00650/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00650/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00496/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00668/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00668/3.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00668/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00668/0.jpg,M,0.89
/scratch/ghunkins/rude-carnie/extracted/00491/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00491/2.jpg,F,0.97
/scratch/ghunkins/rude-carnie/extracted/00491/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00491/1.jpg,F,0.67
/scratch/ghunkins/rude-carnie/extracted/00491/0.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00465/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00465/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00657/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00657/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00233/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00233/3.jpg,M,0.55
/scratch/ghunkins/rude-carnie/extracted/00233/1.jpg,M,0.55
/scratch/ghunkins/rude-carnie/extracted/00233/0.jpg,F,0.95
/scratch/ghunkins/rude-carnie/extracted/00001/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00498/1.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00498/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00008/2.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00008/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00008/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00695/8.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00695/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00695/5.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00695/7.jpg,F,0.98
/scratch/ghunkins/rude-carnie/extracted/00695/6.jpg,M,0.95
/scratch/ghunkins/rude-carnie/extracted/00695/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00695/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00695/1.jpg,M,0.96
/scratch/ghunkins/rude-carnie/extracted/00695/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00205/0.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00037/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00037/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00037/1.jpg,F,0.71
/scratch/ghunkins/rude-carnie/extracted/00037/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00453/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00453/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00453/1.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00453/0.jpg,F,0.76
/scratch/ghunkins/rude-carnie/extracted/00661/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00661/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00661/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00659/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00659/3.jpg,M,0.64
/scratch/ghunkins/rude-carnie/extracted/00659/1.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00659/0.jpg,F,0.96
/scratch/ghunkins/rude-carnie/extracted/00666/2.jpg,F,0.59
/scratch/ghunkins/rude-carnie/extracted/00666/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00666/1.jpg,F,0.85
/scratch/ghunkins/rude-carnie/extracted/00666/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00454/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00454/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00454/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00030/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00030/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00030/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00202/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00202/3.jpg,M,0.85
/scratch/ghunkins/rude-carnie/extracted/00202/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00202/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00692/2.jpg,M,0.57
/scratch/ghunkins/rude-carnie/extracted/00692/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00692/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00692/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00400/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00400/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00632/4.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00632/5.jpg,M,0.56
/scratch/ghunkins/rude-carnie/extracted/00632/2.jpg,M,0.91
/scratch/ghunkins/rude-carnie/extracted/00632/3.jpg,F,0.86
/scratch/ghunkins/rude-carnie/extracted/00632/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00632/0.jpg,F,0.81
/scratch/ghunkins/rude-carnie/extracted/00256/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00256/5.jpg,F,0.88
/scratch/ghunkins/rude-carnie/extracted/00256/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00256/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00256/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00256/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00064/2.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00064/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00064/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00090/2.jpg,M,0.70
/scratch/ghunkins/rude-carnie/extracted/00090/3.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00090/1.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00090/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00269/0.jpg,F,0.91
/scratch/ghunkins/rude-carnie/extracted/00097/4.jpg,M,0.89
/scratch/ghunkins/rude-carnie/extracted/00097/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00097/3.jpg,F,0.71
/scratch/ghunkins/rude-carnie/extracted/00097/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00097/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00063/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00063/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00063/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00063/0.jpg,M,0.82
/scratch/ghunkins/rude-carnie/extracted/00251/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00251/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00635/2.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00635/3.jpg,M,0.88
/scratch/ghunkins/rude-carnie/extracted/00635/1.jpg,F,0.87
/scratch/ghunkins/rude-carnie/extracted/00635/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00407/2.jpg,M,0.65
/scratch/ghunkins/rude-carnie/extracted/00407/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00407/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00407/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00438/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00438/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00438/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00438/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00293/1.jpg,F,0.56
/scratch/ghunkins/rude-carnie/extracted/00293/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00603/4.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00603/5.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00603/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00603/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00603/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00603/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00431/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00431/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00431/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00055/4.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00055/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00055/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00055/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00055/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00267/2.jpg,F,0.98
/scratch/ghunkins/rude-carnie/extracted/00267/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00267/1.jpg,M,0.98
/scratch/ghunkins/rude-carnie/extracted/00267/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00258/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00260/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00260/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00260/3.jpg,M,0.73
/scratch/ghunkins/rude-carnie/extracted/00260/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00260/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00052/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00052/3.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00052/1.jpg,M,0.99
/scratch/ghunkins/rude-carnie/extracted/00052/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00436/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00436/5.jpg,M,0.58
/scratch/ghunkins/rude-carnie/extracted/00436/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00436/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00436/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00436/0.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00604/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00604/3.jpg,M,0.56
/scratch/ghunkins/rude-carnie/extracted/00604/1.jpg,M,0.70
/scratch/ghunkins/rude-carnie/extracted/00604/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00294/2.jpg,M,0.69
/scratch/ghunkins/rude-carnie/extracted/00294/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00294/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00294/0.jpg,M,0.82
/scratch/ghunkins/rude-carnie/extracted/00409/4.jpg,F,0.66
/scratch/ghunkins/rude-carnie/extracted/00409/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00409/3.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00409/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00409/0.jpg,F,0.79
/scratch/ghunkins/rude-carnie/extracted/00099/4.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00099/2.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00099/3.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00099/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00099/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00749/4.jpg,F,0.85
/scratch/ghunkins/rude-carnie/extracted/00749/5.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00749/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00749/3.jpg,M,0.55
/scratch/ghunkins/rude-carnie/extracted/00749/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00749/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00544/1.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00544/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00776/2.jpg,F,0.69
/scratch/ghunkins/rude-carnie/extracted/00776/1.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00776/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00312/1.jpg,F,0.99
/scratch/ghunkins/rude-carnie/extracted/00312/0.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00120/2.jpg,F,1.00
/scratch/ghunkins/rude-carnie/extracted/00120/3.jpg,M,0.75
/scratch/ghunkins/rude-carnie/extracted/00120/1.jpg,M,1.00
/scratch/ghunkins/rude-carnie/extracted/00120/0.jpg,F,1.00
